qtl_id,traitName_asinArticle,traitName_ontologyTerm,traitUri,featureName_asinArticle,featureName_ontologyTerm,featureUri_ontologyId,featureValue,featureValue_ontologyTerm,featureValueUri_ontologyId,pmcId,doi,tableId
PMC2267253_Table 5_262,Leaflet, W/L ratio,leaflet,http://purl.obolibrary.org/obo/PO_0020049,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,2 Q,2 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 5
PMC2267253_Table 5_263,Male sterility,male sterility,http://purl.obolibrary.org/obo/TO_0000437,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,ms-10,ms-10,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 5
PMC2267253_Table 5_264,Node number,Node number,,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,6 Q,6 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 5
PMC2267253_Table 5_265,									Plant cover,									Plant cover,,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,8 Q,8 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 5
PMC2267253_Table 5_266,									Plant cover,									Plant cover,,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,6 Q,6 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 5
PMC2267253_Table 5_267,									Plant cover,									Plant cover,,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,19,19,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 5
PMC2267253_Table 5_268,Plant fresh mass,Plant fresh mass,,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,8 Q,8 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 5
PMC2267253_Table 5_269,Plant growth habit,plant habit,http://purl.obolibrary.org/obo/SP_0000003,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,6 Q,6 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 5
PMC2267253_Table 5_270,Plant growth habit,plant habit,http://purl.obolibrary.org/obo/SP_0000003,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,4 Q,4 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 5
PMC2267253_Table 5_271,Plant height,plant height,http://purl.obolibrary.org/obo/TO_0000207,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,16 Q,16 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 5
PMC2267253_Table 5_272,Plant height,plant height,http://purl.obolibrary.org/obo/TO_0000207,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,1 Q,1 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 5
PMC2267253_Table 5_273,Plant height,plant height,http://purl.obolibrary.org/obo/TO_0000207,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,4 Q,4 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 5
PMC2267253_Table 5_274,Plant height,plant height,http://purl.obolibrary.org/obo/TO_0000207,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,7 Q,7 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 5
PMC2267253_Table 5_275,									Seed number,seed number,http://purl.obolibrary.org/obo/SP_0000105,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,4 Q,4 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 5
PMC2267253_Table 5_276,									Seed number,seed number,http://purl.obolibrary.org/obo/SP_0000105,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,2 Q,2 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 5
PMC2267253_Table 5_277,									Seed number,seed number,http://purl.obolibrary.org/obo/SP_0000105,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,10 Q,10 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 5
PMC2267253_Table 5_278,									Seed weight,seed weight,http://purl.obolibrary.org/obo/TO_0000181,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,5 Q,5 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 5
PMC2267253_Table 5_279,									Seed weight,seed weight,http://purl.obolibrary.org/obo/TO_0000181,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,14 Q,14 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 5
PMC2267253_Table 5_280,									Seed weight,seed weight,http://purl.obolibrary.org/obo/TO_0000181,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,4 Q,4 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 5
PMC2267253_Table 5_281,Self incompatibility,self-incompatibility,http://purl.obolibrary.org/obo/TO_0000310,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,S locus,S locus,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 5
PMC2267253_Table 5_282,Self pruning,Self pruning,,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,sp,sp,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 5
PMC2267253_Table 5_283,Stem vascular morphology,stem,http://purl.obolibrary.org/obo/PO_0009047,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,1 Q,1 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 5
PMC2267253_Table 5_284,Transgressive Segregation,Transgressive Segregation,,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,74 Q for 8 traits,74 Q for 8 traits,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 5
PMC2267253_Table 5_285,Unilateral incongruity,Unilateral incongruity,,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,6 Q,6 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 5
PMC2267253_Table 5_286,Various frt. and plant characteristics,Various frt. and plant characteristics,,Genes (G) or QTLs (Q),Genes (G) or QTLs (Q),,Many Q,Many Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 5
PMC2267253_Table 6_287,Bacterial canker,Bacterial canker,,Gene/QTL (Q),Gene/QTL (Q),,3 Q,3 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 6
PMC2267253_Table 6_288,Bacterial speck,Bacterial speck,,Gene/QTL (Q),Gene/QTL (Q),,Pto,Pto,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 6
PMC2267253_Table 6_289,Bacterial wilt,wilting,http://purl.obolibrary.org/obo/SP_0000152,Gene/QTL (Q),Gene/QTL (Q),,2 Q,2 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 6
PMC2267253_Table 6_290,Blackmold,Blackmold,,Gene/QTL (Q),Gene/QTL (Q),,Few Q,Few Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 6
PMC2267253_Table 6_291,Corky root rot,root,http://purl.obolibrary.org/obo/PO_0009005,Gene/QTL (Q),Gene/QTL (Q),,Py-1,Py-1,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 6
PMC2267253_Table 6_292,Fusarium wilt,wilting,http://purl.obolibrary.org/obo/SP_0000152,Gene/QTL (Q),Gene/QTL (Q),,I-2C, I-3,I-2C, I-3,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 6
PMC2267253_Table 6_293,Jointless,Jointless,,Gene/QTL (Q),Gene/QTL (Q),,,,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 6
PMC2267253_Table 6_294,Late blight,Late blight,,Gene/QTL (Q),Gene/QTL (Q),,Ph-3,Ph-3,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 6
PMC2267253_Table 6_295,Late blight,Late blight,,Gene/QTL (Q),Gene/QTL (Q),,4 Q,4 Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 6
PMC2267253_Table 6_296,Lycopene,lycopene content,http://purl.obolibrary.org/obo/TO_0002699,Gene/QTL (Q),Gene/QTL (Q),,Ogc, cr,Ogc, cr,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 6
PMC2267253_Table 6_297,Powdery mildew,Powdery mildew,,Gene/QTL (Q),Gene/QTL (Q),,Lv, Ol-1, Ol-2,Lv, Ol-1, Ol-2,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 6
PMC2267253_Table 6_298,Ripening inhibitor,Ripening inhibitor,,Gene/QTL (Q),Gene/QTL (Q),,rin,rin,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 6
PMC2267253_Table 6_299,Root-knot nematode,Root-knot nematode,,Gene/QTL (Q),Gene/QTL (Q),,Mi,Mi,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 6
PMC2267253_Table 6_300,Self pruning,Self pruning,,Gene/QTL (Q),Gene/QTL (Q),,sp,sp,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 6
PMC2267253_Table 6_301,Soluble solids,Soluble solids,,Gene/QTL (Q),Gene/QTL (Q),,Q,Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 6
PMC2267253_Table 6_302,Tomato spotted wild virus,Tomato spotted wild virus,,Gene/QTL (Q),Gene/QTL (Q),,Sw-5,Sw-5,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 6
PMC2267253_Table 6_303,Tomato yellow leaf curl virus,yellow leaf,http://purl.obolibrary.org/obo/SP_0000053,Gene/QTL (Q),Gene/QTL (Q),,Few Q,Few Q,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 6
PMC2267253_Table 6_304,Tobacco mosaic virus,Tobacco mosaic virus,,Gene/QTL (Q),Gene/QTL (Q),,Tm-2a,Tm-2a,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 6
PMC2267253_Table 6_305,Verticillium wilt,wilting,http://purl.obolibrary.org/obo/SP_0000152,Gene/QTL (Q),Gene/QTL (Q),,Ve,Ve,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 6
PMC2267253_Table 7_306,Aphid (potato) resistance,Aphid (potato) resistance,,Gene/QTL,Gene/QTL,,Meu-1,Meu-1,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 7
PMC2267253_Table 7_307,Bacterial speck resistance,Bacterial speck resistance,,Gene/QTL,Gene/QTL,,Pto,Pto,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 7
PMC2267253_Table 7_308,Fenthion resistance,Fenthion resistance,,Gene/QTL,Gene/QTL,,Prf,Prf,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 7
PMC2267253_Table 7_309,Frt. color (β-carotene),plant color,http://purl.obolibrary.org/obo/TO_0000708,Gene/QTL,Gene/QTL,,B,B,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 7
PMC2267253_Table 7_310,Frt. color (crimson),plant color,http://purl.obolibrary.org/obo/TO_0000708,Gene/QTL,Gene/QTL,,ogc, cr,ogc, cr,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 7
PMC2267253_Table 7_311,Frt. color (high-pigment-2),plant color,http://purl.obolibrary.org/obo/TO_0000708,Gene/QTL,Gene/QTL,,hp-2,hp-2,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 7
PMC2267253_Table 7_312,Frt. color (old gold),plant color,http://purl.obolibrary.org/obo/TO_0000708,Gene/QTL,Gene/QTL,,og,og,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 7
PMC2267253_Table 7_313,Frt. color (tangerine),plant color,http://purl.obolibrary.org/obo/TO_0000708,Gene/QTL,Gene/QTL,,CRISTO,CRISTO,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 7
PMC2267253_Table 7_314,Frt. ripening (colorless nonripening),Frt. ripening (colorless nonripening),,Gene/QTL,Gene/QTL,,Cnr,Cnr,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 7
PMC2267253_Table 7_315,Fruit ripening (never ripe),fruit ripening,http://purl.obolibrary.org/obo/SP_0000013,Gene/QTL,Gene/QTL,,Nr,Nr,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 7
PMC2267253_Table 7_316,Fruit ripening (nonripening),fruit ripening,http://purl.obolibrary.org/obo/SP_0000013,Gene/QTL,Gene/QTL,,nor,nor,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 7
PMC2267253_Table 7_317,Frt. ripening (polygalacturonase),Frt. ripening (polygalacturonase),,Gene/QTL,Gene/QTL,,TOM6,TOM6,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 7
PMC2267253_Table 7_318,Fruit ripening (ripening inhibitor),fruit ripening,http://purl.obolibrary.org/obo/SP_0000013,Gene/QTL,Gene/QTL,,rin,rin,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 7
PMC2267253_Table 7_319,Fusarium wilt resistance,wilting,http://purl.obolibrary.org/obo/SP_0000152,Gene/QTL,Gene/QTL,,I2,I2,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 7
PMC2267253_Table 7_320,Iron uptake,iron content,http://purl.obolibrary.org/obo/TO_0020089,Gene/QTL,Gene/QTL,,chloronerva,chloronerva,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 7
PMC2267253_Table 7_321,											Jointless,											Jointless,,Gene/QTL,Gene/QTL,,j,j,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 7
PMC2267253_Table 7_322,											Jointless,											Jointless,,Gene/QTL,Gene/QTL,,j-2,j-2,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 7
PMC2267253_Table 7_323,Leaf mould resistance,compound leaf,http://purl.obolibrary.org/obo/PO_0020043,Gene/QTL,Gene/QTL,,Cf-2, Cf-4, Cf-5, Cf-9,Cf-2, Cf-4, Cf-5, Cf-9,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 7
PMC2267253_Table 7_324,Nematode (rootknot) resistance,Nematode (rootknot) resistance,,Gene/QTL,Gene/QTL,,Mi-1.1, Mi-1.2,Mi-1.1, Mi-1.2,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 7
PMC2267253_Table 7_325,Self pruning (sp),Self pruning (sp),,Gene/QTL,Gene/QTL,,sp,sp,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 7
PMC2267253_Table 7_326,sp gene family,sp gene family,,Gene/QTL,Gene/QTL,,sp21, sp3D, sp5G, sp6A, sp9D,sp21, sp3D, sp5G, sp6A, sp9D,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 7
PMC2267253_Table 7_327,Self incompatibility,self-incompatibility,http://purl.obolibrary.org/obo/TO_0000310,Gene/QTL,Gene/QTL,,S,S,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 7
PMC2267253_Table 7_328,Tomato spotted wilt virus,wilting,http://purl.obolibrary.org/obo/SP_0000152,Gene/QTL,Gene/QTL,,Sw-5,Sw-5,,PMC2267253,10.1155/2007/64358,PMC2267253_Table 7
PMC4948827_Table 3_329,qTSW_T11_A01,qTSW_T11_A01,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Ah21-GNB842,Ah21-GNB842,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_330,qTSW_T11_A01,qTSW_T11_A01,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC39E08,TC39E08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_331,qTSW_T13_A01_2,qTSW_T13_A01_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Ah126-GNB842,Ah126-GNB842,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_332,qTSW_T13_A01_2,qTSW_T13_A01_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB555,GNB555,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_333,qTSW_T13_A01_3,qTSW_T13_A01_3,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC39E08,TC39E08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_334,qTSW_T13_A01_3,qTSW_T13_A01_3,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Ah21-Seq13A10-1,Ah21-Seq13A10-1,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_335,qTSW_T13_A01_4,qTSW_T13_A01_4,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Ah126-GNB842,Ah126-GNB842,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_336,qTSW_T13_A01_4,qTSW_T13_A01_4,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB555,GNB555,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_337,qELS_T10_A01_2,qELS_T10_A01_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM2724-2-GM1971-2,GM2724-2-GM1971-2,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_338,qELS_T10_A01_2,qELS_T10_A01_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1971-2,GM1971-2,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_339,qELS_T10_A01_4,qELS_T10_A01_4,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM2724-2-GM1971-2,GM2724-2-GM1971-2,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_340,qELS_T10_A01_4,qELS_T10_A01_4,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1971-2,GM1971-2,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_341,qELS_T10_A03_5,qELS_T10_A03_5,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Seq4F07-GM1073,Seq4F07-GM1073,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_342,qELS_T10_A03_5,qELS_T10_A03_5,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1073,GM1073,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_343,qELS_T11_A05,qELS_T11_A05,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1890-TC40D04,GM1890-TC40D04,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_344,qELS_T11_A05,qELS_T11_A05,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,PM65,PM65,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_345,qELS_T12_B03,qELS_T12_B03,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC24G10,TC24G10,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_346,qELS_T12_B03,qELS_T12_B03,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC29H08,TC3E02-TC29H08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_347,qELS_T13_B04,qELS_T13_B04,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1445-GM2033,GM1445-GM2033,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_348,qELS_T13_B04,qELS_T13_B04,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1445,GM1445,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_349,qLLS_T11_B03_1,qLLS_T11_B03_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02,TC3E02,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_350,qLLS_T11_B03_1,qLLS_T11_B03_1,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC29H08,TC3E02-TC29H08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_351,qLLS_T11_B03_2,qLLS_T11_B03_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC4G02,TC3E02-TC4G02,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_352,qLLS_T11_B03_2,qLLS_T11_B03_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC29H08,TC29H08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_353,qLLS_T12_A03_1,qLLS_T12_A03_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02,TC3E02,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_354,qLLS_T12_A03_1,qLLS_T12_A03_1,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC29H08,TC3E02-TC29H08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_355,qLLS_T13_B03_2,qLLS_T13_B03_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02,TC3E02,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_356,qLLS_T13_B03_2,qLLS_T13_B03_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC29H08,TC3E02-TC29H08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_357,qLLS_T13_B05_1,qLLS_T13_B05_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,PM183,PM183,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_358,qLLS_T13_B05_1,qLLS_T13_B05_1,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GA72-TC6E01,GA72-TC6E01,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_359,qLLS_T13_B03_3,qLLS_T13_B03_3,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC24G10,TC24G10,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 3_360,qLLS_T13_B03_3,qLLS_T13_B03_3,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC29H08,TC3E02-TC29H08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 4_361,qTSW_T11_A01,qTSW_T11_A01,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Ah21-GNB842,Ah21-GNB842,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 4
PMC4948827_Table 4_362,qTSW_T11_A01,qTSW_T11_A01,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC39E08,TC39E08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 4
PMC4948827_Table 4_363,qTSW_T13_A01_1,qTSW_T13_A01_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,S001,S001,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 4
PMC4948827_Table 4_364,qTSW_T13_A01_1,qTSW_T13_A01_1,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Ah21-TC39E08,Ah21-TC39E08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 4
PMC4948827_Table 4_365,qTSW_T13_A01_2,qTSW_T13_A01_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Ah126-GNB842,Ah126-GNB842,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 4
PMC4948827_Table 4_366,qTSW_T13_A01_2,qTSW_T13_A01_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB555,GNB555,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 4
PMC4948827_Table 4_367,qTSW_T13_A09,qTSW_T13_A09,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,PM343-GNB377,PM343-GNB377,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 4
PMC4948827_Table 4_368,qTSW_T13_A09,qTSW_T13_A09,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,PM343,PM343,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 4
PMC4948827_Table 4_369,qTSW_T13_A01_3,qTSW_T13_A01_3,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC39E08,TC39E08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 4
PMC4948827_Table 4_370,qTSW_T13_A01_3,qTSW_T13_A01_3,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Ah21-Seq13A10-1,Ah21-Seq13A10-1,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 4
PMC4948827_Table 4_371,qTSW_T13_A01_4,qTSW_T13_A01_4,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Ah126-GNB842,Ah126-GNB842,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 4
PMC4948827_Table 4_372,qTSW_T13_A01_4,qTSW_T13_A01_4,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB555,GNB555,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 4
PMC4948827_Table 5_373,qELS_T10_A01_1,qELS_T10_A01_1,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1992-1-GM1992-2,GM1992-1-GM1992-2,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 5_374,qELS_T10_A01_1,qELS_T10_A01_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1992-1,GM1992-1,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 5_375,qELS_T10_A01_2,qELS_T10_A01_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM2724-2-GM1971-2,GM2724-2-GM1971-2,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 5_376,qELS_T10_A01_2,qELS_T10_A01_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1971-2,GM1971-2,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 5_377,qELS_T10_A03_1,qELS_T10_A03_1,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB278-GM1073,GNB278-GM1073,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 5_378,qELS_T10_A03_1,qELS_T10_A03_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB278,GNB278,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 5_379,qELS_T10_A03_2,qELS_T10_A03_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Ah404,Ah404,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 5_380,qELS_T10_A03_2,qELS_T10_A03_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB284-Ah404,GNB284-Ah404,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
